Accession,Planting,Country,State,County,Google_Latitude,Google_Longitude,PosNum,LCMSplantingID,Ozark_Chinquapin,ID,sEmerge_19846,lEmerge_19846,Surv_19846,basDia_19846,stNum_19846,stLeng_19846,leafL_19846,leafW_19846,leafN_19846,Notes_19846,sEmerge_19887,lEmerge_19887,Surv_19887,stNum_19887,stLeng_19887,basDia_19887,leafN_19887,leafL_19887,leafW_19887,Notes_19887,sEmerge_19916,lEmerge_19916,sEmergeDate_NA,lEmergeDate_NA,Surv_19916,stNum_19916,stLeng_19916,basDia_19916,leafN_19916,leafL_19916,leafW_19916,Notes_19916,Surv_19950,stNum_19950,stLeng_19950,basDia_19950,leafN_19950,leafL_19950,leafW_19950,Notes_19950,Surv_19983,stNum_19983,stLeng_19983,basDia_19983,leafN_19983,leafL_19983,leafW_19983,Notes_19983,Id,Taxon,Area,Bed,Position/Spot,Inventory Date,Status,Plant Count,Planting Material Type,Source,Provenance,Property,Ipen,Restriction,Date received,Quantity received,Collector,Collection Num,Collection Date,Sampling method,EO ID,EO number,Property ownership,Notes on Habitat and soil,Mother Plant/Maternal Pop,Family,Seed/Lot #,Index Seminum Year,Mapped,Label Graphic
2024-0242,11,United States,Oklahoma,Adair,35.90077701,-94.66359708,180,2024-0242-11,TRUE,22 - 11,N,Y,Y,2.11,1,11.5,8.5,3.9,9,NA,N,Y,Y,1,11.3,3.1,10,8.9,4,NA,N,Y,-,2/28/24,Y,1,11.3,3,10,8.9,4.8,NA,Y,1,11.6,3.03,10,9.1,4.7,NA,Y,2,14.7,3.76,20,8.9,4.2,NA,1298916,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0242,NA,NA,22,Raymond Stephenson,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0242,13,United States,Oklahoma,Adair,35.90077701,-94.66359708,424,2024-0242-13,TRUE,22 - 13,Y,Y,Y,2.55,1,10.6,7.9,3.8,7,Curled leaf measured,Y,Y,Y,1,11.6,3.35,7,7.7,3,NA,Y,Y,3/5/24,3/11/24,Y,1,11.2,2.89,7,7.6,3,NA,Y,1,11.2,3.77,7,8,2.9,NA,Y,1,11.6,3.87,7,8.2,3,NA,1298918,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0242,NA,NA,22,Raymond Stephenson,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0242,15,United States,Oklahoma,Adair,35.90077701,-94.66359708,132,2024-0242-15,TRUE,22 - 15,N,Y,Y,2.15,1,11.6,11.8,5.3,9,NA,N,Y,Y,1,11.4,3.17,9,12,5.1,NA,N,Y,-,2/28/24,Y,1,11.6,3.33,9,12,5.4,NA,Y,1,11.6,3.32,6,11.6,5.1,NA,Y,1,11.7,3.12,5,9.2,4.9,NA,1298920,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0242,NA,NA,22,Raymond Stephenson,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0242,16,United States,Oklahoma,Adair,35.90077701,-94.66359708,453,2024-0242-16,TRUE,22 - 16,Y,Y,Y,2.04,1,9.3,7.5,3.8,8,Curled leaf measured,Y,Y,Y,1,9.6,2.55,9,7.8,3.5,NA,Y,Y,2/28/24,3/5/24,Y,1,9.1,2.81,10,8.1,3.3,NA,Y,1,10.8,2.98,13,7.9,3.3,NA,Y,1,15.7,3.46,17,14.3,6.6,NA,1298921,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0242,NA,NA,22,Raymond Stephenson,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0242,18,United States,Oklahoma,Adair,35.90077701,-94.66359708,91,2024-0242-18,TRUE,22 - 18,Y,Y,Y,1.65,1,8.1,3.1,6.3,9,NA,Y,Y,Y,1,10.2,2.95,12,8.9,4.2,NA,Y,Y,3/5/24,3/18/24,Y,1,10,2.32,12,9,4,NA,Y,1,9.9,2.71,13,8.9,4.3,NA,Y,1,8.7,2.95,14,9.7,4.4,Several leaves yellowing.,1298923,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0242,NA,NA,22,Raymond Stephenson,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0242,19,United States,Oklahoma,Adair,35.90077701,-94.66359708,441,2024-0242-19,TRUE,22 - 19,Y,Y,Y,2.12,1,6.6,4.9,2.4,4,Curled leaf measured. Many dead leaves.,Y,Y,Y,1,10.3,1.79,7,10.6,4.7,NA,Y,Y,3/5/24,4/8/24,Y,1,10,2.09,5,10.7,4.8,NA,Y,1,9.9,2.5,11,10.5,4.5,NA,Y,1,10.9,2.28,11,9.9,4.8,NA,1298924,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0242,NA,NA,22,Raymond Stephenson,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0242,20,United States,Oklahoma,Adair,35.90077701,-94.66359708,355,2024-0242-20,TRUE,22 - 20,Y,Y,Y,2.14,1,6.3,2.1,1.3,6,Curled leaf measured,Y,Y,Y,1,7.3,1.81,9,12.3,5.7,NA,Y,Y,2/20/24,4/15/24,Y,1,7.4,2.82,9,11.5,5.5,NA,Y,1,12.4,3.7,14,11.6,5.9,NA,Y,1,15.5,4.84,16,15.7,7.6,NA,1298925,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0242,NA,NA,22,Raymond Stephenson,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0242,21,United States,Oklahoma,Adair,35.90077701,-94.66359708,204,2024-0242-21,TRUE,22 - 21,Y,Y,Y,2.29,1,10.5,12.4,5.6,8,NA,Y,Y,Y,1,10,2.97,8,11.9,5.4,NA,Y,Y,2/28/24,2/28/24,Y,1,10.5,3.09,8,12.3,5.5,NA,Y,1,10.4,3.22,8,12.6,5.7,NA,Y,1,10.4,2.71,0,NA,NA,No green leaf to measure.,1298926,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0242,NA,NA,22,Raymond Stephenson,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0243,2,United States,Missouri,Barry,36.71275301,-93.84828622,519,2024-0243-2,TRUE,23 - 2,Y,Y,Y,2.17,1,8.9,7.1,4.1,4,Curled leaf measured,Y,Y,Y,1,12.5,3.18,7,8,4,NA,Y,Y,3/18/24,4/8/24,Y,1,12.7,3.8,7,9,4.3,NA,Y,1,12.9,3.69,6,8.6,4.3,NA,Y,1,13.1,4.48,14,8.4,4.4,NA,1298928,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0243,NA,NA,6,Steve Bost,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0243,5,United States,Missouri,Barry,36.71275301,-93.84828622,365,2024-0243-5,TRUE,23 - 5,Y,Y,Y,1.93,1,8.7,6.9,3.2,7,NA,Y,Y,Y,1,9,2.77,8,10.1,5.2,NA,Y,Y,3/5/24,3/11/24,Y,1,8.8,3.25,8,10.5,4.7,NA,Y,1,9,3.44,8,10.6,5.5,NA,Y,1,11.8,4.06,15,15.9,7,"Looks like two stems, but just one split at base.",1298931,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0243,NA,NA,6,Steve Bost,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0243,6,United States,Missouri,Barry,36.71275301,-93.84828622,106,2024-0243-6,TRUE,23 - 6,Y,Y,Y,1.96,1,11.4,9.8,4.9,6,NA,Y,Y,Y,1,12,3.2,6,10.1,4.7,NA,Y,Y,3/5/24,3/25/24,Y,1,12.2,2.32,6,10.3,4.9,NA,Y,1,11.9,3.64,6,9.9,4.8,NA,Y,2,11.5,3.87,11,9.6,5,NA,1298932,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0243,NA,NA,6,Steve Bost,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0244,1,United States,Louisiana,Webster,32.72856663,-93.33404912,588,2024-0244-1,TRUE,24 - 1,N,Y,Y,2.5,1,8,9.1,4.3,7,NA,N,Y,Y,1,8.5,2.82,9,9.1,4.5,NA,N,Y,-,2/28/24,Y,1,9.5,3.09,9,9,4,NA,Y,2,9.7,4.13,9,9,4.2,NA,Y,1,17.5,3.8,24,10.3,4.6,NA,1298632,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0244,NA,NA,22,Larry Burford,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0244,2,United States,Louisiana,Webster,32.72856663,-93.33404912,82,2024-0244-2,TRUE,24 - 2,N,Y,Y,1.57,1,9.2,8.7,4.6,8,NA,N,Y,Y,1,10.7,2.37,10,8.7,4.4,NA,N,Y,-,3/5/24,Y,1,12.5,2.49,8,9,4.5,NA,Y,1,12.8,2.58,9,8.7,4.6,NA,Y,1,10.9,3.21,3,8.1,3.6,NA,1298933,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0244,NA,NA,22,Larry Burford,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0244,3,United States,Louisiana,Webster,32.72856663,-93.33404912,170,2024-0244-3,TRUE,24 - 3,N,Y,Y,1.55,1,8.1,6.1,3.7,9,NA,N,Y,Y,1,8.7,2.24,11,6.7,3.8,NA,N,Y,-,4/8/24,Y,1,8.7,3,10,6.6,4,NA,Y,1,9.5,3.71,9,6.4,4,NA,Y,1,10.2,3.68,14,7,3.6,NA,1298934,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0244,NA,NA,22,Larry Burford,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0244,6,United States,Louisiana,Webster,32.72856663,-93.33404912,398,2024-0244-6,TRUE,24 - 6,N,Y,Y,2.37,2,4.6,1.9,0.7,5,NA,N,Y,Y,1,12.4,2.32,8,10.1,4.3,NA,N,Y,-,2/28/24,Y,1,11.4,2.51,8,10,4.4,NA,Y,1,12.7,3.18,9,9.9,4.2,NA,Y,1,20.5,3.66,16,13.7,6.2,NA,1298937,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0244,NA,NA,22,Larry Burford,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0244,9,United States,Louisiana,Webster,32.72856663,-93.33404912,534,2024-0244-9,TRUE,24 - 9,N,Y,Y,2.68,1,4.3,4.3,2,5,NA,N,Y,Y,1,5.7,1.8,8,5.7,2.3,NA,N,Y,-,4/1/24,Y,1,5.8,1.66,8,5.6,2.5,NA,Y,1,7.6,2.32,14,5.4,2.5,NA,Y,1,12.9,2.55,20,11.6,5.1,NA,1298940,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0244,NA,NA,22,Larry Burford,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0244,11,United States,Louisiana,Webster,32.72856663,-93.33404912,452,2024-0244-11,TRUE,24 - 11,N,Y,Y,1.56,1,6,6.4,3.5,4,NA,N,Y,Y,1,8.7,2.65,7,6.8,3,NA,N,Y,-,4/1/24,Y,1,8.2,3.02,8,7.5,3,NA,Y,1,8.6,3.03,8,7,3,NA,Y,1,13.6,3.05,19,11.3,4.8,NA,1298942,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0244,NA,NA,22,Larry Burford,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0244,14,United States,Louisiana,Webster,32.72856663,-93.33404912,206,2024-0244-14,TRUE,24 - 14,N,N,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,1,4.4,0.76,5,3.5,1.7,NA,Y,Y,5/20/24,5/20/24,Y,1,5.7,1.28,6,5.6,2.6,NA,Y,1,7.5,1.52,10,5.8,2.7,NA,Y,1,12.5,2.95,13,11.5,4.3,NA,1298945,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0244,NA,NA,22,Larry Burford,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0244,15,United States,Louisiana,Webster,32.72856663,-93.33404912,245,2024-0244-15,TRUE,24 - 15,N,Y,Y,0.96,1,5.4,5,2.6,4,NA,N,Y,Y,1,9.5,1.7,10,7,3.4,NA,N,Y,-,4/8/24,Y,1,9.6,2.67,10,7.1,3.2,NA,Y,1,9.6,2.36,10,7.1,3.5,NA,Y,1,10,2.86,16,8.2,3.8,NA,1298946,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0244,NA,NA,22,Larry Burford,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0244,16,United States,Louisiana,Webster,32.72856663,-93.33404912,500,2024-0244-16,TRUE,24 - 16,N,Y,Y,0.76,1,3.7,1.2,0.5,3,NA,N,Y,Y,1,8.5,1.41,7,7.5,3.5,NA,N,Y,-,4/22/24,Y,1,8.8,1.67,8,7.1,3.4,NA,Y,1,11,2.12,13,7.2,3.5,NA,Y,1,21.4,2.88,18,12.2,5.1,NA,1298947,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0244,NA,NA,22,Larry Burford,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0244,21,United States,Louisiana,Webster,32.72856663,-93.33404912,274,2024-0244-21,TRUE,24 - 21,Y,Y,Y,1.52,1,7.2,5.6,2.8,3,NA,Y,Y,Y,1,8.4,1.47,8,5.6,2.8,NA,Y,Y,3/25/24,4/15/24,Y,1,8.6,2.15,8,5.9,2.4,NA,Y,1,8.6,2.31,8,5.7,2.9,NA,Y,1,12,3.03,13,9,4.1,NA,1298952,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0244,NA,NA,22,Larry Burford,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0245,1,United States,Louisiana,Webster,32.72856663,-93.33404912,212,2024-0245-1,TRUE,25 - 1,N,Y,Y,0.97,1,6,6.3,3.6,5,NA,N,Y,Y,1,10.6,2.88,9,9.3,3.6,NA,N,Y,-,4/8/24,Y,1,10.5,3.32,10,9.2,4.1,NA,Y,1,11.3,3.66,10,9.3,3.7,NA,Y,1,10.8,3.67,16,9.2,3.8,NA,1298633,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0245,NA,NA,11,Larry Burford,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0245,2,United States,Louisiana,Webster,32.72856663,-93.33404912,498,2024-0245-2,TRUE,25 - 2,N,Y,Y,1.22,1,7.6,7.1,4.1,4,NA,N,Y,Y,1,8.5,1.91,7,7,4.2,NA,N,Y,-,4/8/24,Y,1,9.2,2.11,7,7.2,4,NA,Y,1,9.7,2.13,9,7.1,4,NA,Y,1,13.7,2.41,25,10.3,5.4,NA,1298955,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0245,NA,NA,11,Larry Burford,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0245,3,United States,Louisiana,Webster,32.72856663,-93.33404912,511,2024-0245-3,TRUE,25 - 3,N,N,Y,1.01,3,6.6,4.6,2.4,4,NA,N,N,Y,1,11,2.37,9,7.5,3,NA,N,Y,-,4/29/24,Y,1,11,2.16,9,7.4,2.8,NA,Y,1,11.2,2.48,9,7.7,2.9,NA,Y,1,16.3,2.91,28,9.7,3.8,NA,1298956,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0245,NA,NA,11,Larry Burford,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0245,4,United States,Louisiana,Webster,32.72856663,-93.33404912,407,2024-0245-4,TRUE,25 - 4,N,Y,Y,2.34,1,12.4,8.3,4.3,12,NA,N,Y,Y,1,13.1,4.14,15,8.2,4.3,NA,N,Y,-,2/28/24,Y,1,13.1,3.54,13,8.3,4.1,NA,Y,1,14.1,3.89,14,7.9,3.9,NA,Y,1,13.6,4.07,13,7.5,3.7,NA,1298957,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0245,NA,NA,11,Larry Burford,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0245,6,United States,Louisiana,Webster,32.72856663,-93.33404912,4,2024-0245-6,TRUE,25 - 6,N,Y,Y,1.69,1,5.8,5.9,3.2,5,NA,N,Y,Y,1,7.4,2.42,9,6.3,2.5,NA,N,Y,-,4/1/24,Y,1,7.5,1.2,10,6,3,NA,Y,2,7.6,2.13,10,6.2,3.1,NA,Y,1,7.8,3.38,12,6.2,2.8,NA,1298959,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0245,NA,NA,11,Larry Burford,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0245,7,United States,Louisiana,Webster,32.72856663,-93.33404912,214,2024-0245-7,TRUE,25 - 7,N,N,Y,0.64,1,5,1.5,0.7,2,NA,N,N,Y,1,10.5,1.41,8,7,3.4,NA,N,Y,-,5/6/24,Y,1,10.2,1.58,8,7.5,3.5,NA,Y,1,10.8,2.35,9,7.6,3.2,NA,Y,1,11.9,2.25,24,10.8,5,NA,1298960,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0245,NA,NA,11,Larry Burford,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0245,8,United States,Louisiana,Webster,32.72856663,-93.33404912,96,2024-0245-8,TRUE,25 - 8,N,Y,Y,1.06,2,6.9,5.3,2.8,7,NA,N,Y,Y,1,10.6,1.8,11,8.9,3.8,NA,N,Y,-,4/15/24,Y,1,11.5,1.61,11,9,4,NA,Y,1,11.9,2.03,10,9,3.9,NA,Y,3,11.5,2.63,12,8.8,4.1,One stem dead.,1298961,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0245,NA,NA,11,Larry Burford,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0245,9,United States,Louisiana,Webster,32.72856663,-93.33404912,552,2024-0245-9,TRUE,25 - 9,N,Y,Y,1.05,3,5.5,4.9,2.9,6,NA,N,Y,Y,1,9.1,1.84,13,6.1,3.2,NA,N,Y,-,4/22/24,Y,2,9.3,1.74,13,6,2.6,NA,Y,2,10.5,2.56,21,6.5,2.6,NA,Y,1,12.1,2.48,29,8.4,3.7,NA,1298962,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0245,NA,NA,11,Larry Burford,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0245,11,United States,Louisiana,Webster,32.72856663,-93.33404912,159,2024-0245-11,TRUE,25 - 11,N,Y,Y,1.36,2,10.3,6.6,3.9,5,NA,N,Y,Y,1,11.5,4.01,8,6.6,3.9,NA,N,Y,-,4/1/24,Y,1,11.2,1.98,8,7,3,NA,Y,1,12.4,3.14,12,6.7,3.8,NA,Y,2,15.2,4.49,26,9.8,4.3,NA,1298964,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0245,NA,NA,11,Larry Burford,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0246,1,United States,Arkansas,Benton,34.57234647,-92.57485385,332,2024-0246-1,TRUE,27 - 1,Y,Y,Y,2.92,1,13.7,13.1,6.6,9,NA,Y,Y,Y,1,13.8,3.7,10,12.8,5.3,NA,Y,Y,2/13/24,2/20/24,Y,1,13.9,3.79,9,11.2,5.9,NA,Y,1,14.4,4.12,0,NA,NA,"All (10 ) leaves are dead on stem, may still be alive.",Y,1,14.8,3.37,9,11,5.3,Leaves senescent.,1298634,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0246,NA,NA,25,Steve Chyrchel,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0246,2,United States,Arkansas,Benton,34.57234647,-92.57485385,442,2024-0246-2,TRUE,27 - 2,Y,Y,Y,1.56,1,6.8,4.3,2.3,12,Curled leaf measured,Y,Y,Y,1,11.6,2.41,19,13.9,6.2,NA,Y,Y,3/5/24,4/1/24,Y,1,10.9,5.72,10,13.7,5.9,NA,Y,1,10.5,5.48,10,13.5,5.9,NA,Y,1,11,3.2,7,3.4,1.5,Poor condition.,1298965,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0246,NA,NA,25,Steve Chyrchel,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0246,4,United States,Arkansas,Benton,34.57234647,-92.57485385,84,2024-0246-4,TRUE,27 - 4,Y,Y,Y,1.61,1,6.2,4,1.8,5,NA,Y,Y,Y,1,9.8,2.16,9,12.1,5,NA,Y,Y,3/18/24,4/15/24,Y,1,10,2.38,9,12,5,NA,Y,1,9.9,3.27,9,11.4,5.1,NA,Y,1,10.1,3.69,9,12.4,5.1,NA,1298967,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0246,NA,NA,25,Steve Chyrchel,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0246,6,United States,Arkansas,Benton,34.57234647,-92.57485385,560,2024-0246-6,TRUE,27 - 6,Y,Y,Y,2.49,1,10.8,8.8,3.8,6,Curled leaf measured,Y,Y,Y,1,11.8,3.23,6,10.9,4.8,NA,Y,Y,3/5/24,4/15/24,Y,1,11.2,3.32,6,10.9,4.9,NA,Y,2,12.7,3.28,24,6.2,3.6,NA,Y,1,12.6,3.54,10,10.6,4.6,NA,1298969,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0246,NA,NA,25,Steve Chyrchel,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0246,7,United States,Arkansas,Benton,34.57234647,-92.57485385,472,2024-0246-7,TRUE,27 - 7,Y,Y,Y,2.26,1,12.3,9.6,4.9,5,NA,Y,Y,Y,1,12,2.87,7,9,3.5,NA,Y,Y,3/18/24,4/1/24,Y,1,11.7,3.77,7,10.9,4.8,NA,Y,1,12.2,4.18,7,10.6,4.4,NA,Y,1,12.5,4.92,11,12.1,5.3,NA,1298970,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0246,NA,NA,25,Steve Chyrchel,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
