Accession,Planting,Country,State,County,Google_Latitude,Google_Longitude,PosNum,LCMSplantingID,Ozark_Chinquapin,ID,sEmerge_19846,lEmerge_19846,Surv_19846,basDia_19846,stNum_19846,stLeng_19846,leafL_19846,leafW_19846,leafN_19846,Notes_19846,sEmerge_19887,lEmerge_19887,Surv_19887,stNum_19887,stLeng_19887,basDia_19887,leafN_19887,leafL_19887,leafW_19887,Notes_19887,sEmerge_19916,lEmerge_19916,sEmergeDate_NA,lEmergeDate_NA,Surv_19916,stNum_19916,stLeng_19916,basDia_19916,leafN_19916,leafL_19916,leafW_19916,Notes_19916,Surv_19950,stNum_19950,stLeng_19950,basDia_19950,leafN_19950,leafL_19950,leafW_19950,Notes_19950,Surv_19983,stNum_19983,stLeng_19983,basDia_19983,leafN_19983,leafL_19983,leafW_19983,Notes_19983,Id,Taxon,Area,Bed,Position/Spot,Inventory Date,Status,Plant Count,Planting Material Type,Source,Provenance,Property,Ipen,Restriction,Date received,Quantity received,Collector,Collection Num,Collection Date,Sampling method,EO ID,EO number,Property ownership,Notes on Habitat and soil,Mother Plant/Maternal Pop,Family,Seed/Lot #,Index Seminum Year,Mapped,Label Graphic
2024-0227,11,United States,Mississippi,Montgomery,33.51280512,-89.63498848,444,2024-0227-11,TRUE,3 - 11,N,Y,Y,1.29,1,7.8,6.2,3.4,8,NA,N,Y,Y,1,11.2,2.5,12,8.2,2.9,NA,N,Y,-,4/1/24,Y,1,11.4,2.35,11,8.3,2.8,NA,Y,1,12,3.26,11,8.3,2.8,NA,Y,1,11.8,2.76,16,8.3,3,NA,1298773,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0227,NA,NA,12,Jack Herring,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0227,12,United States,Mississippi,Montgomery,33.51280512,-89.63498848,304,2024-0227-12,TRUE,3 - 12,N,N,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,1,4.1,0.73,5,1,0.3,NA,N,N,-,NA,Y,1,7.5,1.54,9,6.5,3.8,NA,Y,1,11.2,2.25,16,7.8,3.6,NA,Y,1,14.1,3.86,14,9.8,4,NA,1298774,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0227,NA,NA,12,Jack Herring,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0229,2,United States,North Carolina,Clay,35.06656292,-83.7605641,269,2024-0229-2,FALSE,5 - 2,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,Y,1,3.6,0.87,4,1,0.4,NA,Y,Y,4/15/24,5/28/24,Y,2,6.3,1.03,7,4.6,2.2,NA,Y,1,7.2,1.81,9,9.5,3.9,NA,Y,1,7.6,2.52,12,10.2,4.4,NA,1298789,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0229,NA,NA,6,Jack Johnston,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0229,5,United States,North Carolina,Clay,35.06656292,-83.7605641,427,2024-0229-5,FALSE,5 - 5,Y,N,N,NA,NA,NA,NA,NA,NA,NA,Y,N,Y,1,2.7,0.76,0,NA,NA,NA,Y,N,3/25/24,NA,Y,2,4.4,0.89,7,5.2,3,NA,Y,2,7.8,1.98,17,9.6,3.9,NA,Y,1,9.8,2.68,10,12.8,4.7,NA,1298792,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0229,NA,NA,6,Jack Johnston,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0230,1,United States,North Carolina,Macon,35.15940537,-83.41951663,542,2024-0230-1,FALSE,6 - 1,N,N,Y,1.43,1,1.3,NA,NA,0,Stem broken.,N,N,Y,1,1,1.35,0,NA,NA,NA,N,N,4/29/24,NA,Y,1,8.3,0.99,5,6.2,2.8,NA,Y,1,11.2,3.21,7,9.8,4.3,NA,Y,1,14.5,2.48,10,12.3,4.7,NA,1298618,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0230,NA,NA,8,Jack Johnston,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0230,5,United States,North Carolina,Macon,35.15940537,-83.41951663,368,2024-0230-5,FALSE,6 - 5,N,N,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,Y,1,4.4,0.78,3,1.1,0.5,NA,Y,1,9.2,1.81,8,7.2,3.5,NA,Y,1,12.5,1.77,11,12.2,6.4,NA,1298797,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0230,NA,NA,8,Jack Johnston,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0231,1,United States,Arkansas,Searcy,35.24302748,-91.73355094,215,2024-0231-1,TRUE,7 - 1,Y,Y,Y,1.62,1,6.8,5.3,3.1,7,NA,Y,Y,Y,1,7.2,2.16,7,4.5,2.5,NA,Y,Y,3/5/24,3/25/24,Y,1,6.9,2.15,7,5.1,2.9,NA,Y,1,7.3,2.44,7,5.4,2.7,NA,Y,1,6.7,2.37,11,6.5,3.8,NA,1298619,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0231,NA,NA,NA,Duford Taylor,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0231,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,528,2024-0231-3,TRUE,7 - 3,Y,Y,Y,1.68,1,6.4,6.8,3.6,5,NA,Y,Y,Y,1,7,2.06,6,6.5,3.5,NA,Y,Y,3/18/24,3/25/24,Y,1,6.4,2.38,6,6.5,3.4,NA,Y,1,7.7,3.28,9,7.4,3.2,NA,Y,1,11.4,3.29,12,14.2,5.6,NA,1298802,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0231,NA,NA,NA,Duford Taylor,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0231,4,United States,Arkansas,Searcy,35.24302748,-91.73355094,88,2024-0231-4,TRUE,7 - 4,Y,Y,Y,1.3,1,8.4,2.9,1.7,8,NA,Y,Y,Y,1,11.2,1.96,12,5.7,2.8,NA,Y,Y,3/18/24,4/8/24,Y,1,12,1.88,12,5.5,3,NA,Y,1,12.4,2.79,14,5.6,2.9,NA,Y,1,12,3.29,27,9.3,4.6,NA,1298803,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0231,NA,NA,NA,Duford Taylor,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0231,5,United States,Arkansas,Searcy,35.24302748,-91.73355094,530,2024-0231-5,TRUE,7 - 5,Y,Y,Y,2.03,1,10.1,8.3,4.1,8,Curled leaf measured,Y,Y,Y,1,10.6,2.95,8,8.3,4.1,NA,Y,Y,2/28/24,3/5/24,Y,1,11.2,3.42,8,8,3.9,NA,Y,1,13.5,4.2,17,9.1,3.8,NA,Y,1,15,3.68,19,13.3,5.5,NA,1298804,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0231,NA,NA,NA,Duford Taylor,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0231,7,United States,Arkansas,Searcy,35.24302748,-91.73355094,469,2024-0231-7,TRUE,7 - 7,Y,Y,Y,2,1,8.9,10.3,5,5,NA,Y,Y,Y,1,9.4,2.88,7,10,5.1,NA,Y,Y,3/18/24,4/1/24,Y,1,10.1,3.18,7,10.6,4.8,NA,Y,1,10.8,3.16,7,10.5,4.8,NA,Y,1,11.1,3.07,7,10.5,4.9,NA,1298806,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0231,NA,NA,NA,Duford Taylor,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0231,9,United States,Arkansas,Searcy,35.24302748,-91.73355094,78,2024-0231-9,TRUE,7 - 9,Y,N,Y,1.68,1,9.1,7.5,3.9,6,NA,Y,N,Y,1,9,2.47,6,7,3.5,NA,Y,N,3/18/24,NA,Y,1,9.5,1.88,6,7.5,4,NA,Y,1,9.4,2.5,6,7.5,3.4,NA,Y,1,9.5,3.84,11,11.4,4.8,NA,1298808,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0231,NA,NA,NA,Duford Taylor,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0231,10,United States,Arkansas,Searcy,35.24302748,-91.73355094,535,2024-0231-10,TRUE,7 - 10,Y,Y,Y,2.31,1,8.6,2.9,1.6,7,Curled leaf measured,Y,Y,Y,1,11.3,2.11,15,2.6,1.8,NA,Y,Y,3/18/24,4/8/24,Y,1,11.5,2.28,15,6.2,3.1,NA,Y,1,13.6,2.54,18,9.8,4.5,NA,Y,1,18,4.05,15,14.1,6.4,NA,1298809,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0231,NA,NA,NA,Duford Taylor,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0232,1,United States,Mississippi,Rankin,32.26052954,-89.94562965,392,2024-0232-1,TRUE,8 - 1,N,Y,Y,2.45,1,11.4,13.1,7.3,7,NA,N,Y,Y,1,12.7,3.24,9,12.9,7,NA,N,Y,-,2/28/24,Y,1,12,3.44,4,10.2,4.4,NA,Y,1,13.3,3.67,6,11.6,4.5,NA,Y,1,13.6,4.28,14,13.5,6.7,2 lateral stems at base.,1298620,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0232,NA,NA,2,Steve Bost,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0233,1,United States,North Carolina,Clay,35.06656292,-83.7605641,46,2024-0233-1,FALSE,9 - 1,N,N,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,1,6,1.19,9,2.3,1.8,NA,Y,Y,5/20/24,5/20/24,Y,1,7.5,1.26,4,5,2.5,NA,Y,1,7.8,1.81,10,5.5,2.6,Most leaves very small and shriveled,Y,1,6.3,2.19,9,6.2,2.3,Leaves are small and appear stressed.,1298621,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0233,NA,NA,14,Jack Johnston,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0233,3,United States,North Carolina,Clay,35.06656292,-83.7605641,103,2024-0233-3,FALSE,9 - 3,Y,N,Y,NA,1,0.3,NA,NA,0,Too small to measure basal diameter.,Y,N,N,NA,NA,NA,NA,NA,NA,NA,Y,N,4/15/24,NA,Y,1,2.3,0.3,1,NA,NA,NA,Y,1,4.6,1.21,6,5.3,1.9,NA,Y,1,8.2,2.67,10,13,5.3,NA,1298813,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0233,NA,NA,14,Jack Johnston,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0233,7,United States,North Carolina,Clay,35.06656292,-83.7605641,391,2024-0233-7,FALSE,9 - 7,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,N,NA,NA,NA,NA,NA,NA,NA,Y,N,3/5/24,NA,Y,1,2.1,1.13,4,0.7,0.3,NA,Y,1,6.9,1.64,11,6.6,2.4,NA,Y,1,13.7,2.75,16,11.4,4.3,NA,1298817,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0233,NA,NA,14,Jack Johnston,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0233,11,United States,North Carolina,Clay,35.06656292,-83.7605641,178,2024-0233-11,FALSE,9 - 11,Y,N,N,NA,NA,NA,NA,NA,NA,NA,Y,N,Y,1,1.6,0.72,3,0.6,0.2,NA,Y,N,4/22/24,NA,Y,1,2.8,0.36,7,NA,NA,NA,Y,1,5.1,1.14,10,3.9,2.1,NA,Y,1,5.3,1.46,14,5.8,3,Curled leaves.,1298821,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0233,NA,NA,14,Jack Johnston,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0234,1,United States,Missouri,Barry,36.71275301,-93.84828622,61,2024-0234-1,TRUE,10 - 1,Y,Y,Y,1.84,1,6.4,8.4,3.9,8,NA,Y,Y,Y,1,6.3,2.72,8,8.1,4,NA,Y,Y,2/20/24,2/28/24,Y,1,6,2.12,8,7,3.5,NA,Y,1,6.2,2.38,8,7.3,3.8,NA,Y,2,5.8,3.35,25,11.4,4.8,NA,1298622,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0234,NA,NA,11,Steve Bost,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0234,2,United States,Missouri,Barry,36.71275301,-93.84828622,205,2024-0234-2,TRUE,10 - 2,Y,Y,Y,1.83,1,7.6,7.8,4.7,5,NA,Y,Y,Y,1,7.8,2.22,6,7.3,4.5,NA,Y,Y,2/28/24,3/5/24,Y,1,7.6,3.38,6,7.5,3.7,NA,Y,1,8.6,3.04,6,7.8,4.5,NA,Y,1,7.9,3.51,17,13.1,5.5,NA,1298822,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0234,NA,NA,11,Steve Bost,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0234,3,United States,Missouri,Barry,36.71275301,-93.84828622,32,2024-0234-3,TRUE,10 - 3,Y,N,Y,1.26,2,2.8,0.5,0.3,1,NA,Y,N,Y,2,9.5,1.88,11,8.9,4.5,NA,Y,Y,4/1/24,4/29/24,Y,1,9.5,1.81,8,11,5,NA,Y,1,9.7,3.07,8,10.7,5.2,NA,Y,1,10.8,3.85,15,14.1,6.2,"Had a 2nd stem, but it now appears dead.",1298823,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0234,NA,NA,11,Steve Bost,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0234,6,United States,Missouri,Barry,36.71275301,-93.84828622,389,2024-0234-6,TRUE,10 - 6,Y,Y,Y,2.08,1,10.8,7.2,3.4,6,Curled leaf measured,Y,Y,Y,1,10.8,2.77,7,8,3.9,NA,Y,Y,3/11/24,4/15/24,Y,1,10.8,3.62,7,8.5,3.6,NA,Y,1,11.3,4.78,10,9.1,3.5,NA,Y,2,10.5,2.9,14,13.8,5.1,NA,1298826,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0234,NA,NA,11,Steve Bost,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0234,7,United States,Missouri,Barry,36.71275301,-93.84828622,358,2024-0234-7,TRUE,10 - 7,Y,Y,Y,2.57,1,10.3,8.6,4.3,6,Ripped the third biggest leaf with the calipers,Y,Y,Y,1,10.4,2.51,7,10,4,NA,Y,Y,3/5/24,4/8/24,Y,1,10.5,3.22,7,8.4,3.9,NA,Y,1,11,4.65,7,10.3,4,NA,Y,3,11.3,3.08,22,9.2,5.1,NA,1298827,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0234,NA,NA,11,Steve Bost,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0234,9,United States,Missouri,Barry,36.71275301,-93.84828622,263,2024-0234-9,TRUE,10 - 9,Y,Y,Y,1.94,1,9.2,9.9,4.1,4,NA,Y,Y,Y,1,9.3,2.86,6,10.9,4.2,NA,Y,Y,3/11/24,4/15/24,Y,1,10.5,3.29,6,12.5,4.6,NA,Y,1,10.7,4.15,6,12.3,4.5,NA,Y,1,10.2,4.55,16,12,4.5,NA,1298829,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0234,NA,NA,11,Steve Bost,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0234,11,United States,Missouri,Barry,36.71275301,-93.84828622,94,2024-0234-11,TRUE,10 - 11,Y,Y,Y,2.77,1,13.1,5.1,2.8,8,NA,Y,Y,Y,1,13.6,4.42,9,9.5,3.6,NA,Y,Y,3/11/24,4/8/24,Y,1,14.5,2.3,8,9,3,NA,Y,1,13.9,2.48,9,8.5,3,NA,Y,1,13.5,6.44,14,9.3,3.3,Some curled leaves.,1298831,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0234,NA,NA,11,Steve Bost,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0236,2,United States,Arkansas,Searcy,35.24302748,-91.73355094,450,2024-0236-2,TRUE,12 - 2,Y,Y,Y,2.13,1,10.6,6.6,3.4,8,Curled leaf measured,Y,Y,Y,1,11.4,2.8,9,8.5,4,NA,Y,Y,3/11/24,3/18/24,Y,1,10.9,2.99,9,8.4,3.8,NA,Y,1,11.6,3.45,12,8.3,3.7,NA,Y,1,11.8,3.58,20,11.5,4.7,NA,1298839,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0236,NA,NA,4,Shawn Smith,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0236,3,United States,Arkansas,Searcy,35.24302748,-91.73355094,316,2024-0236-3,TRUE,12 - 3,Y,Y,Y,3.31,1,7.4,8.9,5.5,6,NA,Y,Y,Y,1,7.9,2.87,6,5.8,8.4,NA,Y,Y,2/6/24,2/28/24,Y,1,9.6,4.62,6,8.4,5.6,NA,Y,1,9.6,4.07,6,9.2,5.7,NA,Y,1,8.5,4.96,6,9,5.5,NA,1298840,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0236,NA,NA,4,Shawn Smith,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0236,4,United States,Arkansas,Searcy,35.24302748,-91.73355094,466,2024-0236-4,TRUE,12 - 4,Y,Y,Y,2.09,1,6,5.7,2.4,4,Curled leaf measured,Y,Y,Y,1,7.5,2.93,6,8.2,3.8,NA,Y,Y,2/13/24,3/18/24,Y,1,7.1,3.54,6,7.8,3.3,NA,Y,1,7.5,4.03,17,7.6,3.3,NA,Y,1,8.6,4.47,21,9.2,4.2,NA,1298841,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0236,NA,NA,4,Shawn Smith,NA,Oct 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0237,1,United States,Missouri,Barry,36.71275301,-93.84828622,448,2024-0237-1,TRUE,13 - 1,Y,Y,Y,1.76,1,8.4,2.6,1.4,5,NA,Y,Y,Y,1,9.1,2.38,8,6.5,2.8,NA,Y,Y,3/5/24,4/8/24,Y,1,8.8,2.73,8,7.6,2.6,NA,Y,1,9.4,3.61,9,6.5,2.5,NA,Y,1,10.3,4.2,15,10.5,4.9,NA,1298625,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0237,NA,NA,16,Tim Smith,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0237,2,United States,Missouri,Barry,36.71275301,-93.84828622,531,2024-0237-2,TRUE,13 - 2,Y,Y,Y,1.77,1,5.5,6.8,3.3,5,Curled leaf measured,Y,Y,Y,1,6.2,2.79,8,5.4,2.9,NA,Y,Y,4/1/24,4/8/24,Y,1,6.5,2.81,8,5.4,2.7,NA,Y,1,6.6,3.69,8,5.4,2.8,NA,Y,2,14.4,2.97,15,6.1,3,Measured tallest stem,1298842,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0237,NA,NA,16,Tim Smith,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0237,4,United States,Missouri,Barry,36.71275301,-93.84828622,456,2024-0237-4,TRUE,13 - 4,Y,Y,Y,2.2,1,6.6,5.3,2.6,4,Curled leaf measured,Y,Y,Y,1,7.3,2.79,5,8.8,4.2,NA,Y,Y,3/5/24,4/15/24,Y,1,7.1,2.76,5,9,4.1,NA,Y,1,7.7,3.37,5,8.8,4.1,NA,Y,1,15.1,4.7,16,12.1,6,NA,1298844,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0237,NA,NA,16,Tim Smith,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0237,5,United States,Missouri,Barry,36.71275301,-93.84828622,457,2024-0237-5,TRUE,13 - 5,Y,Y,Y,2.28,1,1.2,NA,NA,0,Leaves dead. Stem broken but resprouting,Y,Y,Y,1,7.2,2.91,6,4.1,2.3,NA,Y,Y,3/11/24,4/22/24,Y,1,7.7,2.52,6,5.8,3.1,NA,Y,1,7.6,3.8,6,5.7,2.9,NA,Y,1,14,4.45,16,13.6,5.8,NA,1298845,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0237,NA,NA,16,Tim Smith,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0237,6,United States,Missouri,Barry,36.71275301,-93.84828622,569,2024-0237-6,TRUE,13 - 6,N,N,Y,0.69,1,3.9,NA,NA,0,All leaves dead.,N,N,Y,1,5.5,1.82,6,9.9,4.7,NA,N,Y,-,5/6/24,Y,1,4.9,2.33,6,7.7,3.3,NA,Y,1,6.4,3.39,11,9.4,4.3,NA,Y,1,7.2,3.56,15,12,5.5,NA,1298846,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0237,NA,NA,16,Tim Smith,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0237,7,United States,Missouri,Barry,36.71275301,-93.84828622,176,2024-0237-7,TRUE,13 - 7,Y,Y,Y,2.05,1,7.1,5.6,2.8,3,NA,Y,Y,Y,1,10,2.51,6,7.6,3.5,NA,Y,Y,3/18/24,4/15/24,Y,1,10.4,2.22,6,7.7,3.8,NA,Y,1,10.3,3.62,7,7.5,3.7,NA,Y,1,19.2,4.55,15,10.3,4.6,NA,1298847,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0237,NA,NA,16,Tim Smith,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0237,9,United States,Missouri,Barry,36.71275301,-93.84828622,463,2024-0237-9,TRUE,13 - 9,Y,Y,Y,2.12,1,4.5,3.6,1.9,3,Curled leaf measured,Y,Y,Y,1,7,2.66,5,7.1,4.2,NA,Y,Y,3/18/24,4/22/24,Y,1,7.3,2.73,5,6.9,3,NA,Y,1,7.6,3.2,5,7,3.2,NA,Y,1,8.5,3.81,11,11.8,5.9,NA,1298849,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-21T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0237,NA,NA,16,Tim Smith,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
