Id,Accession,Planting,Taxon,Area,Bed,Position/Spot,Inventory Date,Status,Plant Count,Planting Material Type,Source,Provenance,Property,Ipen,Restriction,Date received,Quantity received,Country,State,County,Google_Latitude,Google_Longitude,Collector,Collection Num,Collection Date,Sampling method,EO ID,EO number,Property ownership,Notes on Habitat and soil,Mother Plant/Maternal Pop,Family,Seed/Lot #,Index Seminum Year,Mapped,Label Graphic
1112130,1992-0179,1,Castanea ozarkensis ,Maintenance Area,P01,LATH,2001-04-02T00:00:00,Dead,1,Plant,Arkansas Tech. University,Wild,Mobot,,,1992-03-17T00:00:00,1,United States,Arkansas,Newton,35.94196722,-93.21854189,Johnson,s.n.,,,,,,,,Fagaceae,,,FALSE,
1112131,1992-0180,1,Castanea ozarkensis ,Greenhouse A2,P01,,1993-04-01T00:00:00,Dead,1,Plant,Arkansas Tech. University,Wild,Mobot,,,1992-03-17T00:00:00,1,United States,Arkansas,Newton,35.94196722,-93.21854189,Johnson,s.n.,,,,,,,,Fagaceae,,,FALSE,
1112132,1992-0181,1,Castanea ozarkensis ,Maintenance Area,P01,LATH,2001-04-02T00:00:00,Dead,1,Plant,Arkansas Tech. University,Wild,Mobot,,,1992-03-17T00:00:00,1,United States,Arkansas,Newton,35.94196722,-93.21854189,Johnson,s.n.,,,,,,,,Fagaceae,,,FALSE,
1112133,1992-0182,1,Castanea ozarkensis ,Greenhouse A2,P01,,1992-07-01T00:00:00,Dead,1,Plant,Arkansas Tech. University,Wild,Mobot,,,1992-03-17T00:00:00,1,United States,Arkansas,Newton,35.94196722,-93.21854189,Johnson,s.n.,,,,,,,,Fagaceae,,,FALSE,
1112134,1992-0183,1,Castanea ozarkensis ,Greenhouse A2,P01,,1992-01-01T00:00:00,Dead,1,Plant,Arkansas Tech. University,Wild,Mobot,,,1992-03-17T00:00:00,1,United States,Arkansas,Newton,35.94196722,-93.21854189,Johnson,s.n.,,,,,,,,Fagaceae,,,FALSE,
1112135,1992-0184,1,Castanea ozarkensis ,Maintenance Area,P01,LATH,2001-04-02T00:00:00,Dead,1,Plant,Arkansas Tech. University,Wild,Mobot,,,1992-03-17T00:00:00,1,United States,Arkansas,Newton,35.94196722,-93.21854189,Johnson,s.n.,,,,,,,,Fagaceae,,,FALSE,
1112136,1992-0185,1,Castanea ozarkensis ,Emerson Electric Conservation Building Landscape,01,,1999-04-01T00:00:00,Dead,1,Plant,Arkansas Tech. University,Wild,Mobot,,,1992-03-17T00:00:00,1,United States,Arkansas,Newton,35.94196722,-93.21854189,Johnson,s.n.,,,,,,,,Fagaceae,,,FALSE,
1112137,1992-0186,1,Castanea ozarkensis ,Maintenance Area,P01,LATH,2001-04-02T00:00:00,Dead,1,Plant,Arkansas Tech. University,Wild,Mobot,,,1992-03-17T00:00:00,1,United States,Arkansas,Newton,35.94196722,-93.21854189,Johnson,s.n.,,,,,,,,Fagaceae,,,FALSE,
1112138,1992-0187,1,Castanea ozarkensis ,Greenhouse A2,P01,,1992-07-01T00:00:00,Dead,1,Plant,Arkansas Tech. University,Wild,Mobot,,,1992-03-17T00:00:00,1,United States,Arkansas,Newton,35.94196722,-93.21854189,Johnson,s.n.,,,,,,,,Fagaceae,,,FALSE,
1112139,1992-0188,1,Castanea ozarkensis ,Whitmire Wildflower Garden,WFG9,WFG9,2013-10-09T00:00:00,Dead,1,Plant,Arkansas Tech. University,Wild,Shaw Nature Reserve,,,1992-03-17T00:00:00,1,United States,Arkansas,Newton,35.94196722,-93.21854189,Johnson,s.n.,,,,,,,,Fagaceae,,,FALSE,
1157757,2006-0368,1,Castanea ozarkensis ,Greenhouse A7,A7,,2008-08-12T00:00:00,Dead,1,Plant,Connecticut Agricultural Experiment Station,Wild,Mobot,,,2006-04-04T00:00:00,5,United States,Oklahoma,,,,,013011,,,,,,,,Fagaceae,,,FALSE,
1157758,2006-0368,2,Castanea ozarkensis ,Greenhouse A7,A7,,2012-07-13T00:00:00,Dead,1,Plant,Connecticut Agricultural Experiment Station,Wild,Mobot,,,2006-04-04T00:00:00,5,United States,Oklahoma,,,,,013011,,,,,,,,Fagaceae,,,FALSE,
1157759,2006-0368,3,Castanea ozarkensis ,Woodland Garden,24,,2014-09-10T00:00:00,Dead,1,Plant,Connecticut Agricultural Experiment Station,Wild,Mobot,,,2006-04-04T00:00:00,5,United States,Oklahoma,,,,,013011,,,,,,,,Fagaceae,,,FALSE,
1157760,2006-0368,4,Castanea ozarkensis ,Greenhouse A7,A7,,2010-03-16T00:00:00,Dead,1,Plant,Connecticut Agricultural Experiment Station,Wild,Mobot,,,2006-04-04T00:00:00,5,United States,Oklahoma,,,,,013011,,,,,,,,Fagaceae,,,FALSE,
1157761,2006-0368,5,Castanea ozarkensis ,Greenhouse A7,A7,,2006-07-25T00:00:00,Dead,1,Plant,Connecticut Agricultural Experiment Station,Wild,Mobot,,,2006-04-04T00:00:00,5,United States,Oklahoma,,,,,013011,,,,,,,,Fagaceae,,,FALSE,
1160973,2007-0014,1,Castanea ozarkensis ,Director's Residence Landscape,27,,2019-07-30T00:00:00,Dead,1,Plant,Missouri Botanical Garden,Cultivated,Mobot,,,2007-01-16T00:00:00,2,,,,,,,,,,,,,,,Fagaceae,,,FALSE,
1160974,2007-0014,2,Castanea ozarkensis ,Director's Residence Landscape,<None>,,2008-08-12T00:00:00,Dead,1,Plant,Missouri Botanical Garden,Cultivated,Mobot,,,2007-01-16T00:00:00,2,,,,,,,,,,,,,,,Fagaceae,,,FALSE,
1182088,2013-0094,1,Castanea ozarkensis ,Woodland Garden,05,,2021-05-19T00:00:00,Dead,1,Plant,Ozark Chinquapin Foundation,Wild,Mobot,US-0-MO-2013-0094,,2013-01-24T00:00:00,3,United States,Missouri,Barry,33.11028128,-89.57617063,Steven J. Bost,R-3.SJBSWMO-24,17 Sep 2012,,,,,"Uplands, cliff margins, ridges, and at the base of talus slopes on limestone, sandstone, and chert or a combination of these. Occurs in dry oak-hickory or oak-pine forests, with white oak, black oak, scarlet oak, and shortleaf pine dominating. Flowering individuals occur in edge habitats.",,Fagaceae,,,FALSE,
1188755,2013-1759,1,Castanea ozarkensis ,National Center for Genetic Resources Preservation,,,2013-10-14T00:00:00,Dormant,1000,Seed,,Cultivated,Off Site,XX-0-MO-2013-1759,,2013-10-15T00:00:00,"1,100",United States,Missouri,Lawrence,37.11619682,-93.83946171,"Thomas, Andrew",,02 Oct 2013,,,,,,,Fagaceae,,,FALSE,
1247767,2018-1059,1,Castanea ozarkensis ,Greenhouse Indoors,,,2018-07-20T10:18:02.16,Dead,0,Seed,Ozark Chinquapin Foundation,Wild,Mobot,US-0-MO-2018-1059,,2018-07-02T00:00:00,sev,United States,,,,,Steve Bost,,,,,,,,,Fagaceae,,,FALSE,
1247930,2018-1059,2,Castanea ozarkensis ,Taylor Center Landscape South,13,,2023-12-06T00:00:00,Alive,1,Plant,Ozark Chinquapin Foundation,Wild,Mobot,US-0-MO-2018-1059,,2018-07-02T00:00:00,sev,United States,,,,,Steve Bost,,,,,,,,,Fagaceae,,,TRUE,
1273955,2018-1059,3,Castanea ozarkensis ,Oertli Nursery Tree Lines,Z3R06,,2022-06-10T00:00:00,Dead,1,Plant,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2018-1059,,2018-07-02T00:00:00,sev,United States,,,,,Steve Bost,,,,,,,,,Fagaceae,,,FALSE,
1273956,2018-1059,4,Castanea ozarkensis ,Oertli Nursery Tree Lines,Z3R06,,2022-06-10T00:00:00,Dead,1,Plant,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2018-1059,,2018-07-02T00:00:00,sev,United States,,,,,Steve Bost,,,,,,,,,Fagaceae,,,FALSE,
1275212,2018-1059,5,Castanea ozarkensis ,Oertli Nursery Tree Lines,Z1R06,,2024-09-04T00:00:00,Alive,1,Plant,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2018-1059,,2018-07-02T00:00:00,sev,United States,,,,,Steve Bost,,,,,,,,,Fagaceae,,,FALSE,
1275213,2018-1059,6,Castanea ozarkensis ,Oertli Nursery Tree Lines,Z1R06,,2024-09-04T00:00:00,Alive,1,Plant,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2018-1059,,2018-07-02T00:00:00,sev,United States,,,,,Steve Bost,,,,,,,,,Fagaceae,,,FALSE,
1277844,2022-0002,1,Castanea ozarkensis ,Oertli Nursery Tree Lines,Z1R06,,2024-08-27T00:00:00,Alive,1,Plant,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2022-0002,,2021-12-13T00:00:00,1,United States,Arkansas,Carroll,36.33520668,-93.51510404,"Bost, Steve",,2020,,,,,,,Fagaceae,,,FALSE,
1277845,2022-0003,1,Castanea ozarkensis ,Oertli Nursery Tree Lines,Z1R02,,2023-05-25T00:00:00,Dead,1,Seedlings,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2022-0003,,2021-12-20T00:00:00,1,United States,Missouri,McDonald,36.62196451,-94.3315928,"Bost, Steve",,2020,,,,,,,Fagaceae,,,FALSE,
1298613,2024-0225,1,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0225,,,23,United States,Arkansas,Searcy,35.24302748,-91.73355094,Chris Wyatt,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298728,2024-0225,2,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0225,,,23,United States,Arkansas,Searcy,35.24302748,-91.73355094,Chris Wyatt,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298729,2024-0225,3,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0225,,,23,United States,Arkansas,Searcy,35.24302748,-91.73355094,Chris Wyatt,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298730,2024-0225,4,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0225,,,23,United States,Arkansas,Searcy,35.24302748,-91.73355094,Chris Wyatt,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298731,2024-0225,5,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0225,,,23,United States,Arkansas,Searcy,35.24302748,-91.73355094,Chris Wyatt,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298732,2024-0225,6,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0225,,,23,United States,Arkansas,Searcy,35.24302748,-91.73355094,Chris Wyatt,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298733,2024-0225,7,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0225,,,23,United States,Arkansas,Searcy,35.24302748,-91.73355094,Chris Wyatt,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298734,2024-0225,8,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0225,,,23,United States,Arkansas,Searcy,35.24302748,-91.73355094,Chris Wyatt,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298735,2024-0225,9,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0225,,,23,United States,Arkansas,Searcy,35.24302748,-91.73355094,Chris Wyatt,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298736,2024-0225,10,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0225,,,23,United States,Arkansas,Searcy,35.24302748,-91.73355094,Chris Wyatt,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298737,2024-0225,11,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0225,,,23,United States,Arkansas,Searcy,35.24302748,-91.73355094,Chris Wyatt,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298738,2024-0225,12,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0225,,,23,United States,Arkansas,Searcy,35.24302748,-91.73355094,Chris Wyatt,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298739,2024-0225,13,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0225,,,23,United States,Arkansas,Searcy,35.24302748,-91.73355094,Chris Wyatt,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298740,2024-0225,14,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0225,,,23,United States,Arkansas,Searcy,35.24302748,-91.73355094,Chris Wyatt,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298741,2024-0225,15,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0225,,,23,United States,Arkansas,Searcy,35.24302748,-91.73355094,Chris Wyatt,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298742,2024-0225,16,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0225,,,23,United States,Arkansas,Searcy,35.24302748,-91.73355094,Chris Wyatt,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298743,2024-0225,17,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0225,,,23,United States,Arkansas,Searcy,35.24302748,-91.73355094,Chris Wyatt,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298744,2024-0225,18,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0225,,,23,United States,Arkansas,Searcy,35.24302748,-91.73355094,Chris Wyatt,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298745,2024-0225,19,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0225,,,23,United States,Arkansas,Searcy,35.24302748,-91.73355094,Chris Wyatt,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298746,2024-0225,20,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0225,,,23,United States,Arkansas,Searcy,35.24302748,-91.73355094,Chris Wyatt,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298747,2024-0225,21,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0225,,,23,United States,Arkansas,Searcy,35.24302748,-91.73355094,Chris Wyatt,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298749,2024-0225,22,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0225,,,23,United States,Arkansas,Searcy,35.24302748,-91.73355094,Chris Wyatt,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298614,2024-0226,1,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0226,,,19,United States,Mississippi,Attala,33.11028128,-89.57617063,Jackie Sprayberry,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298750,2024-0226,2,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0226,,,19,United States,Mississippi,Attala,33.11028128,-89.57617063,Jackie Sprayberry,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298751,2024-0226,3,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0226,,,19,United States,Mississippi,Attala,33.11028128,-89.57617063,Jackie Sprayberry,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298752,2024-0226,4,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0226,,,19,United States,Mississippi,Attala,33.11028128,-89.57617063,Jackie Sprayberry,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298753,2024-0226,5,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0226,,,19,United States,Mississippi,Attala,33.11028128,-89.57617063,Jackie Sprayberry,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298754,2024-0226,6,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0226,,,19,United States,Mississippi,Attala,33.11028128,-89.57617063,Jackie Sprayberry,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298755,2024-0226,7,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0226,,,19,United States,Mississippi,Attala,33.11028128,-89.57617063,Jackie Sprayberry,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298756,2024-0226,8,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0226,,,19,United States,Mississippi,Attala,33.11028128,-89.57617063,Jackie Sprayberry,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298757,2024-0226,9,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0226,,,19,United States,Mississippi,Attala,33.11028128,-89.57617063,Jackie Sprayberry,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298758,2024-0226,10,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0226,,,19,United States,Mississippi,Attala,33.11028128,-89.57617063,Jackie Sprayberry,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298759,2024-0226,11,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0226,,,19,United States,Mississippi,Attala,33.11028128,-89.57617063,Jackie Sprayberry,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298760,2024-0226,12,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0226,,,19,United States,Mississippi,Attala,33.11028128,-89.57617063,Jackie Sprayberry,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298761,2024-0226,13,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0226,,,19,United States,Mississippi,Attala,33.11028128,-89.57617063,Jackie Sprayberry,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298762,2024-0226,14,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0226,,,19,United States,Mississippi,Attala,33.11028128,-89.57617063,Jackie Sprayberry,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298763,2024-0226,15,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0226,,,19,United States,Mississippi,Attala,33.11028128,-89.57617063,Jackie Sprayberry,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298615,2024-0227,1,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0227,,,12,United States,Mississippi,Montgomery,33.51280512,-89.63498848,Jack Herring,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298764,2024-0227,2,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0227,,,12,United States,Mississippi,Montgomery,33.51280512,-89.63498848,Jack Herring,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298765,2024-0227,3,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0227,,,12,United States,Mississippi,Montgomery,33.51280512,-89.63498848,Jack Herring,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298766,2024-0227,4,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0227,,,12,United States,Mississippi,Montgomery,33.51280512,-89.63498848,Jack Herring,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298767,2024-0227,5,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0227,,,12,United States,Mississippi,Montgomery,33.51280512,-89.63498848,Jack Herring,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298768,2024-0227,6,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0227,,,12,United States,Mississippi,Montgomery,33.51280512,-89.63498848,Jack Herring,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298769,2024-0227,7,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0227,,,12,United States,Mississippi,Montgomery,33.51280512,-89.63498848,Jack Herring,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298770,2024-0227,8,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0227,,,12,United States,Mississippi,Montgomery,33.51280512,-89.63498848,Jack Herring,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298771,2024-0227,9,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0227,,,12,United States,Mississippi,Montgomery,33.51280512,-89.63498848,Jack Herring,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298772,2024-0227,10,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0227,,,12,United States,Mississippi,Montgomery,33.51280512,-89.63498848,Jack Herring,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298773,2024-0227,11,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0227,,,12,United States,Mississippi,Montgomery,33.51280512,-89.63498848,Jack Herring,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298774,2024-0227,12,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0227,,,12,United States,Mississippi,Montgomery,33.51280512,-89.63498848,Jack Herring,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298616,2024-0228,1,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-22T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0228,,,15,United States,North Carolina,Clay,35.06656292,-83.7605641,Jack Johnston,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298775,2024-0228,2,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0228,,,15,United States,North Carolina,Clay,35.06656292,-83.7605641,Jack Johnston,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298776,2024-0228,3,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0228,,,15,United States,North Carolina,Clay,35.06656292,-83.7605641,Jack Johnston,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
1298777,2024-0228,4,Castanea ozarkensis ,Main Greenhouse,18,,2024-02-21T00:00:00,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0228,,,15,United States,North Carolina,Clay,35.06656292,-83.7605641,Jack Johnston,,Sep 2023,Maternal Lines,,,,,,Fagaceae,,,FALSE,
